/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/louvain/__init__.py:54: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
Device=cuda:6 dataset=Macosko cells=44808 clusters=12 decoder_mode=lowrank mask_rank=32 varw=0.02
Epoch 001/80 loss=0.4549 base=0.4549 sharp=0.0000 var=0.2038 gate=1.000
Epoch 010/80 loss=0.4473 base=0.4473 sharp=0.0000 var=0.0032 gate=1.000
Epoch 020/80 loss=0.4470 base=0.4470 sharp=0.0000 var=0.0025 gate=1.000
Epoch 030/80 loss=0.4796 base=0.4796 sharp=0.1832 var=0.0152 gate=1.000
Epoch 040/80 loss=0.5069 base=0.5069 sharp=0.1695 var=0.0048 gate=1.000
Epoch 050/80 loss=0.5088 base=0.5088 sharp=0.1747 var=0.0039 gate=1.000
Epoch 060/80 loss=0.5156 base=0.5156 sharp=0.1937 var=0.0038 gate=1.000
Epoch 070/80 loss=0.5223 base=0.5223 sharp=0.2126 var=0.0045 gate=1.000
Epoch 080/80 loss=0.5330 base=0.5330 sharp=0.2428 var=0.0066 gate=1.000
[RESULT] Macosko decoder_mode=lowrank ARI=0.44631456470069053 NMI=0.5887144602324162 aligned_eff_dim=1.7
