/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/louvain/__init__.py:54: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
Device=cuda:3 dataset=Macosko cells=44808 clusters=12 decoder_mode=lowrank mask_rank=16 varw=0.02
Epoch 001/80 loss=0.4553 base=0.4553 sharp=0.0000 var=0.2250 gate=1.000
Epoch 010/80 loss=0.4473 base=0.4473 sharp=0.0000 var=0.0029 gate=1.000
Epoch 020/80 loss=0.4470 base=0.4470 sharp=0.0000 var=0.0026 gate=1.000
Epoch 030/80 loss=0.4791 base=0.4791 sharp=0.1811 var=0.0139 gate=1.000
Epoch 040/80 loss=0.5050 base=0.5050 sharp=0.1644 var=0.0045 gate=1.000
Epoch 050/80 loss=0.5057 base=0.5057 sharp=0.1660 var=0.0023 gate=1.000
Epoch 060/80 loss=0.5073 base=0.5073 sharp=0.1706 var=0.0026 gate=1.000
Epoch 070/80 loss=0.5112 base=0.5112 sharp=0.1815 var=0.0032 gate=1.000
Epoch 080/80 loss=0.5171 base=0.5171 sharp=0.1983 var=0.0035 gate=1.000
[RESULT] Macosko decoder_mode=lowrank ARI=0.5651909935883999 NMI=0.6073281462830283 aligned_eff_dim=1.7
