/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/louvain/__init__.py:54: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
Device=cuda:5 dataset=Macosko cells=44808 clusters=12 decoder_mode=lowrank mask_rank=32 varw=0.02
Epoch 001/80 loss=0.4553 base=0.4553 sharp=0.0000 var=0.2231 gate=1.000
Epoch 010/80 loss=0.4472 base=0.4472 sharp=0.0000 var=0.0027 gate=1.000
Epoch 020/80 loss=0.4470 base=0.4470 sharp=0.0000 var=0.0024 gate=1.000
Epoch 030/80 loss=0.4787 base=0.4787 sharp=0.1784 var=0.0119 gate=1.000
Epoch 040/80 loss=0.5040 base=0.5040 sharp=0.1613 var=0.0037 gate=1.000
Epoch 050/80 loss=0.5031 base=0.5031 sharp=0.1584 var=0.0017 gate=1.000
Epoch 060/80 loss=0.5027 base=0.5027 sharp=0.1575 var=0.0017 gate=1.000
Epoch 070/80 loss=0.5049 base=0.5049 sharp=0.1633 var=0.0021 gate=1.000
Epoch 080/80 loss=0.5078 base=0.5078 sharp=0.1715 var=0.0028 gate=1.000
[RESULT] Macosko decoder_mode=lowrank ARI=0.7031660276351023 NMI=0.6538808154734166 aligned_eff_dim=1.6
