/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/louvain/__init__.py:54: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
Device=cuda:1 dataset=Macosko cells=44808 clusters=12 decoder_mode=lowrank mask_rank=4 varw=0.02
Epoch 001/80 loss=0.4557 base=0.4557 sharp=0.0000 var=0.2384 gate=1.000
Epoch 010/80 loss=0.4473 base=0.4473 sharp=0.0000 var=0.0028 gate=1.000
Epoch 020/80 loss=0.4470 base=0.4470 sharp=0.0000 var=0.0018 gate=1.000
Epoch 030/80 loss=0.4793 base=0.4793 sharp=0.1819 var=0.0133 gate=1.000
Epoch 040/80 loss=0.5060 base=0.5060 sharp=0.1666 var=0.0040 gate=1.000
Epoch 050/80 loss=0.5035 base=0.5035 sharp=0.1594 var=0.0030 gate=1.000
Epoch 060/80 loss=0.5022 base=0.5022 sharp=0.1556 var=0.0026 gate=1.000
Epoch 070/80 loss=0.5029 base=0.5029 sharp=0.1575 var=0.0030 gate=1.000
Epoch 080/80 loss=0.5072 base=0.5072 sharp=0.1692 var=0.0046 gate=1.000
[RESULT] Macosko decoder_mode=lowrank ARI=0.7447865689122385 NMI=0.6802545673304898 aligned_eff_dim=1.7
