/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/louvain/__init__.py:54: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
Device=cuda:1 dataset=Macosko cells=44808 clusters=12 decoder_mode=lowrank mask_rank=32 varw=0.02
Epoch 001/80 loss=0.4552 base=0.4552 sharp=0.0000 var=0.2224 gate=1.000
Epoch 010/80 loss=0.4473 base=0.4473 sharp=0.0000 var=0.0029 gate=1.000
Epoch 020/80 loss=0.4470 base=0.4470 sharp=0.0000 var=0.0026 gate=1.000
Epoch 030/80 loss=0.4791 base=0.4791 sharp=0.1803 var=0.0127 gate=1.000
Epoch 040/80 loss=0.5079 base=0.5079 sharp=0.1721 var=0.0032 gate=1.000
Epoch 050/80 loss=0.5099 base=0.5099 sharp=0.1773 var=0.0018 gate=1.000
Epoch 060/80 loss=0.5152 base=0.5152 sharp=0.1918 var=0.0021 gate=1.000
Epoch 070/80 loss=0.5210 base=0.5210 sharp=0.2083 var=0.0034 gate=1.000
Epoch 080/80 loss=0.5283 base=0.5283 sharp=0.2290 var=0.0045 gate=1.000
[RESULT] Macosko decoder_mode=lowrank ARI=0.4591244836680104 NMI=0.5919888299545109 aligned_eff_dim=1.7
