/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/louvain/__init__.py:54: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
Device=cuda:4 dataset=Macosko cells=44808 clusters=12 decoder_mode=lowrank mask_rank=8 varw=0.02
Epoch 001/80 loss=0.4557 base=0.4557 sharp=0.0000 var=0.2322 gate=1.000
Epoch 010/80 loss=0.4472 base=0.4472 sharp=0.0000 var=0.0024 gate=1.000
Epoch 020/80 loss=0.4470 base=0.4470 sharp=0.0000 var=0.0027 gate=1.000
Epoch 030/80 loss=0.4800 base=0.4800 sharp=0.1866 var=0.0138 gate=1.000
Epoch 040/80 loss=0.5109 base=0.5109 sharp=0.1814 var=0.0045 gate=1.000
Epoch 050/80 loss=0.5114 base=0.5114 sharp=0.1827 var=0.0027 gate=1.000
Epoch 060/80 loss=0.5154 base=0.5154 sharp=0.1941 var=0.0032 gate=1.000
Epoch 070/80 loss=0.5195 base=0.5195 sharp=0.2051 var=0.0043 gate=1.000
Epoch 080/80 loss=0.5186 base=0.5186 sharp=0.2028 var=0.0049 gate=1.000
[RESULT] Macosko decoder_mode=lowrank ARI=0.4581985225686516 NMI=0.613645433806546 aligned_eff_dim=1.8
