/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/louvain/__init__.py:54: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
/data/luolie/conda/envs/scssl_bench_py310/lib/python3.10/site-packages/scanpy/preprocessing/_highly_variable_genes.py:220: FutureWarning: The default of observed=False is deprecated and will be changed to True in a future version of pandas. Pass observed=False to retain current behavior or observed=True to adopt the future default and silence this warning.
  disp_grouped = df.groupby('mean_bin')['dispersions']
Device=cuda:6 dataset=Macosko cells=44808 clusters=12 decoder_mode=lowrank mask_rank=16 varw=0.02
Epoch 001/80 loss=0.4555 base=0.4555 sharp=0.0000 var=0.2273 gate=1.000
Epoch 010/80 loss=0.4472 base=0.4472 sharp=0.0000 var=0.0030 gate=1.000
Epoch 020/80 loss=0.4470 base=0.4470 sharp=0.0000 var=0.0022 gate=1.000
Epoch 030/80 loss=0.4787 base=0.4787 sharp=0.1772 var=0.0117 gate=1.000
Epoch 040/80 loss=0.5060 base=0.5060 sharp=0.1657 var=0.0035 gate=1.000
Epoch 050/80 loss=0.5042 base=0.5042 sharp=0.1604 var=0.0027 gate=1.000
Epoch 060/80 loss=0.5018 base=0.5018 sharp=0.1532 var=0.0020 gate=1.000
Epoch 070/80 loss=0.5025 base=0.5025 sharp=0.1550 var=0.0021 gate=1.000
Epoch 080/80 loss=0.5013 base=0.5013 sharp=0.1514 var=0.0024 gate=1.000
[RESULT] Macosko decoder_mode=lowrank ARI=0.8717262730199622 NMI=0.7257775002445959 aligned_eff_dim=1.7
